,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
1002,src/28_numeric_noabirule/m_abilasi.F90,bf7640b,6.0,6.0,,2.0,116.0,28.0,63.0,28.0,,17.0,,1.0,1.0,17.0,3374.0,569.0,1139.0,462.0,436.0,1734.0,,,675.0,302.0,373.0,,,,,11.0,11.0,,4.0,4.0,1.52,108.0,108.0,,47.0,1.0
1003,src/68_dmft/m_hu.F90,bf7640b,20.0,20.0,,1.0,149.0,16.0,103.0,30.0,,14.0,,1.0,1.0,14.0,2626.0,298.0,1499.0,307.0,1185.0,880.0,,,1350.0,226.0,1124.0,,,,,70.0,70.0,,13.0,13.0,0.59,283.0,283.0,,26.0,1.0
1004,src/64_psp/vhtnzc.F90,bf7640b,5.0,5.0,,1.0,93.0,20.0,60.0,13.0,,1.0,,0.0,1.0,1.0,133.0,23.0,62.0,31.0,30.0,50.0,,,47.0,14.0,33.0,,,,,5.0,5.0,,1.0,1.0,0.81,5.0,5.0,,1.0,1.0
1005,src/32_util/ctrap.F90,bf7640b,13.0,13.0,,1.0,86.0,18.0,56.0,12.0,,1.0,,0.0,1.0,1.0,126.0,22.0,58.0,11.0,46.0,48.0,,,41.0,10.0,31.0,,,,,13.0,13.0,,1.0,3.0,0.83,13.0,13.0,,1.0,1.0
1006,src/53_ffts/fourdp.F90,bf7640b,9.0,9.0,,0.0,56.0,7.0,38.0,10.0,,6.0,,0.0,1.0,1.0,408.0,50.0,233.0,49.0,183.0,132.0,,,219.0,32.0,187.0,,,,,55.0,55.0,,4.0,6.0,0.57,55.0,55.0,,4.0,1.0
1007,src/67_common/cgq_builder.F90,bf7640b,22.0,22.0,,4.0,184.0,40.0,116.0,39.0,,1.0,,0.0,1.0,1.0,248.0,43.0,118.0,40.0,77.0,100.0,,,107.0,25.0,82.0,,,,,22.0,22.0,,4.0,8.0,0.85,22.0,22.0,,4.0,1.0
1008,src/43_wvl_wrappers/defs_wvltypes.F90,bf7640b,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,216.0,23.0,50.0,35.0,0.0,145.0,,,34.0,34.0,0.0,,,,,0.0,0.0,,0.0,0.0,2.90,0.0,0.0,,0.0,1.0
1009,src/67_common/m_epjdos.F90,bf7640b,18.0,17.0,,1.0,150.0,22.0,105.0,30.0,,11.0,,1.0,1.0,11.0,1909.0,276.0,1103.0,276.0,740.0,612.0,,,889.0,191.0,698.0,,,,,70.0,70.0,,9.0,9.0,0.55,198.0,197.0,,19.0,1.0
1010,src/57_iovars/outvars.F90,bf7640b,22.0,22.0,,0.0,155.0,21.0,108.0,27.0,,2.0,,0.0,1.0,1.0,384.0,45.0,219.0,38.0,156.0,125.0,,,179.0,30.0,149.0,,,,,44.0,44.0,,1.0,5.0,0.57,44.0,44.0,,1.0,1.0
1011,src/94_scfcv/afterscfloop.F90,bf7640b,38.0,38.0,,0.0,412.0,43.0,302.0,71.0,,2.0,,0.0,1.0,1.0,1028.0,89.0,607.0,150.0,358.0,343.0,,,446.0,110.0,336.0,,,,,77.0,77.0,,1.0,6.0,0.57,77.0,77.0,,1.0,1.0
1012,src/62_ctqmc/m_ImpurityOperator.F90,bf7640b,6.0,5.0,,1.0,45.0,6.0,29.0,10.0,,28.0,,1.0,1.0,28.0,2326.0,249.0,888.0,308.0,567.0,1225.0,,,891.0,305.0,586.0,,,,,28.0,27.0,,5.0,4.0,1.38,168.0,167.0,,38.0,1.0
1013,src/32_util/m_matrix.F90,bf7640b,12.0,12.0,,1.0,146.0,20.0,94.0,34.0,,1.0,,1.0,1.0,1.0,216.0,33.0,106.0,46.0,58.0,83.0,,,79.0,25.0,54.0,,,,,12.0,12.0,,1.0,2.0,0.78,12.0,12.0,,1.0,1.0
1014,src/32_util/m_wfutils.F90,bf7640b,5.0,5.0,,1.0,44.0,8.0,29.0,7.0,,6.0,,1.0,1.0,6.0,390.0,68.0,194.0,62.0,131.0,139.0,,,191.0,58.0,133.0,,,,,25.0,25.0,,1.0,4.0,0.72,33.0,31.0,,6.0,1.0
1015,src/45_geomoptim/xfpack_vin2x.F90,bf7640b,10.0,10.0,,0.0,84.0,12.0,50.0,21.0,,2.0,,0.0,1.0,1.0,226.0,29.0,103.0,28.0,74.0,96.0,,,98.0,22.0,76.0,,,,,20.0,20.0,,1.0,4.0,0.93,20.0,20.0,,1.0,1.0
1016,src/56_recipspace/kpgstr.F90,bf7640b,7.0,7.0,,1.0,93.0,12.0,59.0,22.0,,1.0,,0.0,1.0,1.0,139.0,15.0,61.0,19.0,41.0,65.0,,,49.0,17.0,32.0,,,,,7.0,7.0,,1.0,3.0,1.07,7.0,7.0,,1.0,1.0
1017,src/63_bader/rsurf.F90,bf7640b,7.0,7.0,,1.0,78.0,15.0,53.0,9.0,,2.0,,0.0,1.0,1.0,208.0,35.0,109.0,22.0,86.0,66.0,,,109.0,21.0,88.0,,,,,15.0,15.0,,3.0,5.0,0.61,15.0,15.0,,3.0,1.0
1018,src/45_geomoptim/xfpack_x2vin.F90,bf7640b,9.0,9.0,,0.0,76.0,13.0,43.0,21.0,,2.0,,0.0,1.0,1.0,212.0,30.0,88.0,28.0,59.0,97.0,,,77.0,22.0,55.0,,,,,18.0,18.0,,1.0,5.0,1.10,18.0,18.0,,1.0,1.0
1019,src/77_ddb/mk_irredpert.F90,bf7640b,27.0,27.0,,18.0,260.0,40.0,119.0,101.0,,1.0,,0.0,1.0,1.0,318.0,44.0,121.0,16.0,104.0,155.0,,,109.0,14.0,95.0,,,,,27.0,27.0,,18.0,12.0,1.28,27.0,27.0,,18.0,1.0
1020,src/32_util/create_slm2ylm.F90,bf7640b,5.0,5.0,,1.0,49.0,8.0,29.0,12.0,,1.0,,0.0,1.0,1.0,85.0,10.0,31.0,13.0,17.0,46.0,,,30.0,12.0,18.0,,,,,5.0,5.0,,1.0,2.0,1.48,5.0,5.0,,1.0,1.0
1021,src/56_recipspace/smpbz.F90,bf7640b,101.0,101.0,,42.0,547.0,49.0,423.0,82.0,,1.0,,0.0,1.0,1.0,624.0,52.0,425.0,48.0,376.0,156.0,,,348.0,22.0,326.0,,,,,101.0,101.0,,42.0,9.0,0.37,101.0,101.0,,42.0,1.0
1022,src/62_iowfdenpot/WffReadSkipK.F90,bf7640b,2.0,2.0,,1.0,48.0,11.0,25.0,12.0,,1.0,,0.0,1.0,1.0,96.0,14.0,27.0,21.0,5.0,57.0,,,26.0,16.0,10.0,,,,,2.0,2.0,,1.0,1.0,2.11,2.0,2.0,,1.0,1.0
1023,src/78_effpot/m_effective_potential.F90,bf7640b,10.0,10.0,,1.0,116.0,17.0,77.0,21.0,,23.0,,1.0,1.0,23.0,3755.0,523.0,1861.0,446.0,1322.0,1396.0,,,1510.0,365.0,1145.0,,,,,49.0,47.0,,1.0,9.0,0.75,237.0,233.0,,23.0,1.0
1024,src/57_iopsp_parser/inpspheads.F90,bf7640b,66.0,66.0,,43.0,248.0,33.0,173.0,51.0,,2.0,,0.0,1.0,1.0,535.0,70.0,348.0,46.0,268.0,138.0,,,306.0,30.0,276.0,,,,,132.0,132.0,,86.0,5.0,0.40,132.0,132.0,,86.0,1.0
1025,src/45_geomoptim/m_abihist.F90,bf7640b,3.0,3.0,,1.0,79.0,15.0,47.0,16.0,,23.0,,1.0,1.0,23.0,2638.0,434.0,1150.0,296.0,302.0,1078.0,,,588.0,245.0,343.0,,,,,13.0,13.0,,3.0,3.0,0.94,72.0,72.0,,25.0,1.0
1026,src/42_libpaw/m_paw_io.F90,bf7640b,44.0,44.0,,8.0,246.0,23.0,200.0,26.0,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,44.0,44.0,,8.0,4.0,0.00,44.0,44.0,,8.0,1.0
1027,src/67_common/mkcore_wvl.F90,bf7640b,0.0,0.0,,0.0,157.0,21.0,110.0,29.0,,5.0,,0.0,2.0,2.0,910.0,117.0,554.0,66.0,6.0,260.0,,,59.0,55.0,4.0,,,,,2.0,2.0,,1.0,1.0,0.47,4.0,4.0,,2.0,1.0
1028,src/67_common/strhar.F90,bf7640b,3.0,3.0,,2.0,45.0,7.0,27.0,11.0,,3.0,,0.0,1.0,1.0,186.0,25.0,85.0,26.0,55.0,79.0,,,84.0,24.0,60.0,,,,,10.0,10.0,,6.0,6.0,0.93,10.0,10.0,,6.0,1.0
1029,src/65_paw/qijb_kk.F90,bf7640b,8.0,8.0,,1.0,139.0,26.0,85.0,41.0,,1.0,,0.0,1.0,1.0,197.0,30.0,87.0,37.0,49.0,95.0,,,72.0,27.0,45.0,,,,,8.0,8.0,,1.0,6.0,1.09,8.0,8.0,,1.0,1.0
1030,src/62_ctqmc/m_ListCdagC.F90,bf7640b,3.0,3.0,,1.0,27.0,4.0,13.0,10.0,,15.0,,1.0,1.0,15.0,1006.0,107.0,239.0,118.0,112.0,666.0,,,243.0,115.0,128.0,,,,,7.0,7.0,,1.0,3.0,2.79,47.0,47.0,,15.0,1.0
1031,src/72_response/redgr.F90,bf7640b,17.0,17.0,,1.0,119.0,18.0,75.0,28.0,,1.0,,0.0,1.0,1.0,170.0,22.0,77.0,24.0,52.0,75.0,,,70.0,15.0,55.0,,,,,17.0,17.0,,1.0,5.0,0.97,17.0,17.0,,1.0,1.0
1032,src/77_ddb/nmsq_gam_sumfs.F90,bf7640b,4.0,4.0,,0.0,69.0,16.0,35.0,17.0,,2.0,,0.0,1.0,1.0,184.0,36.0,73.0,30.0,42.0,78.0,,,61.0,24.0,37.0,,,,,9.0,9.0,,1.0,5.0,1.07,9.0,9.0,,1.0,1.0
1033,src/68_dmft/local_ks_green.F90,bf7640b,20.0,20.0,,1.0,147.0,13.0,111.0,26.0,,1.0,,0.0,1.0,1.0,191.0,17.0,113.0,37.0,75.0,66.0,,,92.0,22.0,70.0,,,,,20.0,20.0,,1.0,5.0,0.58,20.0,20.0,,1.0,1.0
1034,src/67_common/forstr.F90,bf7640b,15.0,15.0,,0.0,156.0,15.0,122.0,20.0,,2.0,,0.0,1.0,1.0,486.0,34.0,246.0,109.0,135.0,212.0,,,192.0,81.0,111.0,,,,,30.0,30.0,,1.0,4.0,0.86,30.0,30.0,,1.0,1.0
1035,src/28_numeric_noabirule/m_slk.F90,bf7640b,1.0,1.0,,1.0,14.0,5.0,3.0,6.0,,1.0,,1.0,1.0,1.0,5192.0,853.0,2060.0,49.0,0.0,2410.0,,,48.0,48.0,0.0,,,,,1.0,1.0,,1.0,0.0,1.17,1.0,1.0,,1.0,1.0
1036,src/45_geomoptim/pred_diisrelax.F90,bf7640b,53.0,53.0,,1.0,529.0,65.0,264.0,200.0,,1.0,,0.0,1.0,1.0,585.0,68.0,266.0,62.0,203.0,253.0,,,234.0,38.0,196.0,,,,,53.0,53.0,,1.0,5.0,0.95,53.0,53.0,,1.0,1.0
1037,src/72_response/corrmetalwf1.F90,bf7640b,9.0,9.0,,1.0,119.0,27.0,67.0,29.0,,1.0,,0.0,1.0,1.0,189.0,30.0,69.0,30.0,38.0,96.0,,,61.0,23.0,38.0,,,,,9.0,9.0,,1.0,4.0,1.39,9.0,9.0,,1.0,1.0
1038,src/65_paw/pawuj_utils.F90,bf7640b,4.0,4.0,,0.0,45.0,9.0,30.0,6.0,,6.0,,0.0,4.0,4.0,397.0,65.0,182.0,70.0,111.0,154.0,,,165.0,54.0,111.0,,,,,8.0,8.0,,1.0,2.0,0.85,25.0,25.0,,4.0,1.0
1039,src/67_common/dielmt.F90,bf7640b,33.0,33.0,,1.0,331.0,35.0,181.0,115.0,,1.0,,0.0,1.0,1.0,386.0,39.0,183.0,33.0,149.0,166.0,,,158.0,19.0,139.0,,,,,33.0,33.0,,1.0,4.0,0.91,33.0,33.0,,1.0,1.0
1040,src/32_util/m_atomdata.F90,bf7640b,38.0,4.0,,1.0,116.0,14.0,89.0,13.0,,6.0,,1.0,1.0,6.0,916.0,114.0,558.0,63.0,494.0,257.0,,,972.0,61.0,911.0,,,,,106.0,18.0,,1.0,3.0,0.46,233.0,26.0,,6.0,1.0
1041,src/66_wfs/getgh1c.F90,bf7640b,42.0,40.0,,0.0,255.0,25.0,187.0,52.0,,4.0,,0.0,3.0,3.0,1164.0,111.0,751.0,179.0,571.0,343.0,,,692.0,89.0,603.0,,,,,121.0,121.0,,1.0,7.0,0.46,169.0,162.0,,3.0,1.0
1042,src/45_geomoptim/pred_velverlet.F90,bf7640b,31.0,31.0,,1.0,217.0,39.0,137.0,59.0,,1.0,,0.0,1.0,1.0,278.0,43.0,139.0,37.0,101.0,116.0,,,132.0,31.0,101.0,,,,,31.0,31.0,,1.0,3.0,0.83,31.0,31.0,,1.0,1.0
1043,src/41_geometry/symbrav.F90,bf7640b,22.0,19.0,,2.0,136.0,13.0,102.0,22.0,,2.0,,0.0,1.0,1.0,322.0,29.0,207.0,36.0,170.0,92.0,,,180.0,24.0,156.0,,,,,44.0,39.0,,5.0,4.0,0.44,44.0,39.0,,5.0,1.0
1044,src/70_gw/mlwfovlp_qp.F90,bf7640b,10.0,10.0,,0.0,146.0,19.0,100.0,31.0,,3.0,,0.0,1.0,1.0,507.0,61.0,304.0,122.0,181.0,158.0,,,224.0,63.0,161.0,,,,,32.0,31.0,,1.0,5.0,0.52,32.0,31.0,,1.0,1.0
1045,src/57_iovars/ingeo.F90,bf7640b,75.0,73.0,,4.0,498.0,74.0,343.0,85.0,,2.0,,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,,,584.0,51.0,533.0,,,,,150.0,146.0,,8.0,7.0,0.39,150.0,146.0,,8.0,1.0
1046,src/68_dmft/impurity_solve.F90,bf7640b,10.0,10.0,,0.0,129.0,18.0,66.0,49.0,,2.0,,0.0,1.0,1.0,304.0,40.0,135.0,39.0,95.0,140.0,,,123.0,35.0,88.0,,,,,20.0,20.0,,1.0,3.0,1.04,20.0,20.0,,1.0,1.0
1047,src/43_ptgroups/ptg_Td.F90,bf7640b,2.0,2.0,,1.0,223.0,12.0,198.0,13.0,,1.0,,0.0,1.0,1.0,263.0,16.0,200.0,21.0,178.0,49.0,,,190.0,11.0,179.0,,,,,2.0,2.0,,1.0,1.0,0.24,2.0,2.0,,1.0,1.0
1048,src/41_geometry/symanal.F90,bf7640b,7.0,7.0,,2.0,75.0,14.0,36.0,25.0,,2.0,,0.0,1.0,1.0,207.0,32.0,75.0,29.0,45.0,104.0,,,71.0,22.0,49.0,,,,,14.0,14.0,,5.0,4.0,1.39,14.0,14.0,,5.0,1.0
1049,src/68_recursion/fermisolverec.F90,bf7640b,10.0,10.0,,2.0,136.0,16.0,98.0,22.0,,2.0,,0.0,1.0,1.0,329.0,37.0,198.0,32.0,118.0,98.0,,,127.0,26.0,101.0,,,,,20.0,20.0,,4.0,4.0,0.49,20.0,20.0,,4.0,1.0
1050,src/67_common/update_e_field_vars.F90,bf7640b,24.0,24.0,,0.0,247.0,49.0,160.0,55.0,,2.0,,0.0,1.0,1.0,592.0,102.0,322.0,60.0,261.0,206.0,,,282.0,48.0,234.0,,,,,49.0,49.0,,1.0,6.0,0.64,49.0,49.0,,1.0,1.0
1051,src/62_ctqmc/m_MatrixHyb.F90,bf7640b,5.0,5.0,,1.0,42.0,5.0,27.0,9.0,,10.0,,1.0,1.0,10.0,838.0,81.0,306.0,104.0,165.0,453.0,,,314.0,103.0,211.0,,,,,13.0,13.0,,1.0,3.0,1.48,59.0,58.0,,10.0,1.0
1052,src/41_geometry/spgdata.F90,bf7640b,645.0,143.0,,1.0,1734.0,11.0,1711.0,19.0,,1.0,,0.0,1.0,1.0,1791.0,15.0,1713.0,12.0,1700.0,72.0,,,2479.0,10.0,2469.0,,,,,645.0,143.0,,1.0,3.0,0.04,645.0,143.0,,1.0,1.0
1053,src/72_response/dfpt_wfkfermi.F90,bf7640b,9.0,9.0,,1.0,111.0,19.0,76.0,20.0,,2.0,,0.0,1.0,1.0,308.0,42.0,154.0,67.0,86.0,121.0,,,133.0,44.0,89.0,,,,,18.0,18.0,,3.0,3.0,0.79,18.0,18.0,,3.0,1.0
1054,src/57_iovars/outvar_o_z.F90,bf7640b,60.0,60.0,,0.0,716.0,147.0,498.0,94.0,,2.0,,0.0,1.0,1.0,1513.0,298.0,998.0,58.0,939.0,266.0,,,929.0,33.0,896.0,,,,,120.0,120.0,,1.0,5.0,0.27,120.0,120.0,,1.0,1.0
1055,src/70_gw/fsumrule.F90,bf7640b,9.0,8.0,,4.0,98.0,19.0,60.0,19.0,,1.0,,0.0,1.0,1.0,151.0,22.0,62.0,19.0,42.0,69.0,,,50.0,14.0,36.0,,,,,9.0,8.0,,4.0,2.0,1.11,9.0,8.0,,4.0,1.0
1056,src/45_geomoptim/pred_moldyn.F90,bf7640b,14.0,14.0,,0.0,134.0,19.0,84.0,33.0,,3.0,,0.0,2.0,2.0,517.0,64.0,255.0,54.0,199.0,208.0,,,231.0,43.0,188.0,,,,,33.0,33.0,,1.0,6.0,0.82,43.0,43.0,,2.0,1.0
1057,src/67_common/fresid.F90,bf7640b,35.0,35.0,,2.0,308.0,37.0,195.0,77.0,,2.0,,0.0,1.0,2.0,673.0,75.0,388.0,64.0,323.0,215.0,,,404.0,48.0,356.0,,,,,70.0,70.0,,3.0,0.0,0.55,71.0,71.0,,4.0,1.0
1058,src/62_iowfdenpot/rdnpw.F90,bf7640b,12.0,12.0,,1.0,103.0,22.0,60.0,21.0,,1.0,,0.0,1.0,1.0,154.0,26.0,62.0,18.0,43.0,68.0,,,43.0,10.0,33.0,,,,,12.0,12.0,,1.0,2.0,1.10,12.0,12.0,,1.0,1.0
1059,src/43_ptgroups/ptg_D6h.F90,bf7640b,2.0,2.0,,1.0,449.0,19.0,415.0,15.0,,1.0,,0.0,1.0,1.0,489.0,23.0,417.0,28.0,388.0,51.0,,,400.0,11.0,389.0,,,,,2.0,2.0,,1.0,1.0,0.12,2.0,2.0,,1.0,1.0
1060,src/62_ctqmc/m_data4entropyDMFT.F90,bf7640b,6.0,6.0,,1.0,46.0,8.0,31.0,8.0,,5.0,,1.0,1.0,5.0,475.0,62.0,184.0,86.0,97.0,247.0,,,153.0,63.0,90.0,,,,,11.0,11.0,,1.0,3.0,1.34,33.0,33.0,,5.0,1.0
1061,src/45_geomoptim/predict_string.F90,bf7640b,16.0,16.0,,1.0,218.0,28.0,153.0,43.0,,1.0,,0.0,1.0,1.0,287.0,31.0,155.0,74.0,80.0,109.0,,,112.0,25.0,87.0,,,,,16.0,16.0,,1.0,4.0,0.70,16.0,16.0,,1.0,1.0
1062,src/72_response/dfpt_sygra.F90,bf7640b,6.0,6.0,,1.0,99.0,13.0,41.0,45.0,,1.0,,0.0,1.0,1.0,158.0,17.0,43.0,12.0,30.0,100.0,,,35.0,11.0,24.0,,,,,6.0,6.0,,1.0,5.0,2.33,6.0,6.0,,1.0,1.0
1063,src/95_drive/dtfil_init.F90,bf7640b,41.0,41.0,,1.0,506.0,58.0,363.0,106.0,,1.0,,0.0,1.0,1.0,563.0,61.0,365.0,44.0,320.0,160.0,,,369.0,36.0,333.0,,,,,41.0,41.0,,1.0,3.0,0.44,41.0,41.0,,1.0,1.0
1064,src/43_ptgroups/ptg_C6h.F90,bf7640b,2.0,2.0,,1.0,288.0,17.0,259.0,12.0,,1.0,,0.0,1.0,1.0,328.0,21.0,261.0,28.0,232.0,48.0,,,244.0,11.0,233.0,,,,,2.0,2.0,,1.0,1.0,0.18,2.0,2.0,,1.0,1.0
1065,src/41_geometry/chkgrp.F90,bf7640b,13.0,13.0,,8.0,109.0,13.0,68.0,32.0,,2.0,,0.0,2.0,2.0,296.0,32.0,139.0,40.0,97.0,137.0,,,119.0,33.0,86.0,,,,,14.0,14.0,,8.0,5.0,0.99,26.0,26.0,,16.0,1.0
1066,src/68_dmft/m_self.F90,bf7640b,18.0,18.0,,1.0,122.0,11.0,83.0,31.0,,8.0,,1.0,1.0,8.0,1298.0,135.0,705.0,187.0,516.0,498.0,,,636.0,157.0,479.0,,,,,90.0,90.0,,1.0,12.0,0.71,144.0,144.0,,8.0,1.0
1067,src/67_common/emispec_paw.F90,bf7640b,26.0,26.0,,1.0,277.0,38.0,199.0,45.0,,1.0,,0.0,1.0,1.0,340.0,41.0,201.0,68.0,132.0,105.0,,,167.0,35.0,132.0,,,,,26.0,26.0,,1.0,6.0,0.52,26.0,26.0,,1.0,1.0
1068,src/77_ddb/mblktyp5.F90,bf7640b,24.0,24.0,,1.0,300.0,60.0,192.0,52.0,,1.0,,0.0,1.0,1.0,354.0,64.0,194.0,36.0,157.0,102.0,,,170.0,26.0,144.0,,,,,24.0,24.0,,1.0,5.0,0.53,24.0,24.0,,1.0,1.0
1069,src/41_geometry/symlist_bcc.F90,bf7640b,53.0,48.0,,10.0,164.0,26.0,114.0,24.0,,1.0,,0.0,1.0,1.0,212.0,30.0,116.0,11.0,104.0,68.0,,,166.0,10.0,156.0,,,,,53.0,48.0,,10.0,3.0,0.59,53.0,48.0,,10.0,1.0
1070,src/70_gw/calc_sigc_pole_cd.F90,bf7640b,21.0,21.0,,6.0,240.0,35.0,110.0,102.0,,1.0,,0.0,1.0,1.0,292.0,39.0,112.0,31.0,77.0,150.0,,,106.0,29.0,77.0,,,,,21.0,21.0,,6.0,5.0,1.34,21.0,21.0,,6.0,1.0
1071,src/78_effpot/m_harmonics_terms.F90,bf7640b,8.0,8.0,,1.0,72.0,12.0,43.0,16.0,,8.0,,1.0,1.0,8.0,920.0,138.0,382.0,146.0,235.0,403.0,,,318.0,107.0,211.0,,,,,19.0,19.0,,3.0,6.0,1.05,65.0,65.0,,10.0,1.0
1072,src/45_geomoptim/pred_simple.F90,bf7640b,7.0,7.0,,1.0,60.0,13.0,31.0,16.0,,1.0,,0.0,1.0,1.0,113.0,17.0,33.0,12.0,20.0,65.0,,,31.0,11.0,20.0,,,,,7.0,7.0,,1.0,2.0,1.97,7.0,7.0,,1.0,1.0
1073,src/72_response/d2frnl.F90,bf7640b,83.0,83.0,,4.0,481.0,39.0,396.0,63.0,,2.0,,0.0,1.0,1.0,1063.0,82.0,795.0,187.0,607.0,225.0,,,712.0,96.0,616.0,,,,,166.0,166.0,,9.0,9.0,0.28,166.0,166.0,,9.0,1.0
1074,src/66_wfs/getgh2c.F90,bf7640b,58.0,58.0,,1.0,346.0,44.0,243.0,77.0,,1.0,,0.0,1.0,1.0,414.0,47.0,245.0,56.0,188.0,142.0,,,236.0,31.0,205.0,,,,,58.0,58.0,,1.0,4.0,0.58,58.0,58.0,,1.0,1.0
1075,src/41_xc_lowlevel/xcmult.F90,bf7640b,5.0,5.0,,1.0,51.0,13.0,24.0,16.0,,1.0,,0.0,1.0,1.0,118.0,17.0,26.0,11.0,14.0,79.0,,,24.0,10.0,14.0,,,,,5.0,5.0,,1.0,3.0,3.04,5.0,5.0,,1.0,1.0
1076,src/57_iovars/finddistrproc.F90,bf7640b,54.0,54.0,,14.0,289.0,31.0,217.0,48.0,,3.0,,0.0,1.0,2.0,923.0,96.0,649.0,77.0,571.0,204.0,,,697.0,54.0,643.0,,,,,162.0,162.0,,42.0,0.0,0.31,163.0,163.0,,43.0,1.0
1077,src/56_recipspace/getcut.F90,bf7640b,12.0,12.0,,1.0,125.0,20.0,81.0,26.0,,1.0,,0.0,1.0,1.0,190.0,24.0,83.0,19.0,63.0,87.0,,,63.0,17.0,46.0,,,,,12.0,12.0,,1.0,4.0,1.05,12.0,12.0,,1.0,1.0
1078,src/56_mixing/scfcge.F90,bf7640b,34.0,34.0,,3.0,390.0,49.0,227.0,115.0,,2.0,,0.0,1.0,1.0,889.0,102.0,456.0,43.0,412.0,334.0,,,423.0,35.0,388.0,,,,,68.0,68.0,,6.0,6.0,0.73,68.0,68.0,,6.0,1.0
1079,src/41_geometry/dbeta.F90,bf7640b,8.0,8.0,,5.0,63.0,9.0,42.0,12.0,,1.0,,0.0,1.0,1.0,110.0,13.0,44.0,12.0,31.0,55.0,,,43.0,11.0,32.0,,,,,8.0,8.0,,5.0,3.0,1.25,8.0,8.0,,5.0,1.0
1080,src/56_recipspace/m_double_grid.F90,bf7640b,4.0,4.0,,2.0,59.0,13.0,33.0,12.0,,8.0,,1.0,1.0,8.0,855.0,166.0,310.0,163.0,146.0,388.0,,,259.0,124.0,135.0,,,,,13.0,13.0,,9.0,8.0,1.25,39.0,39.0,,21.0,1.0
1081,src/54_abiutil/mkfilename.F90,bf7640b,10.0,10.0,,1.0,105.0,19.0,71.0,18.0,,1.0,,0.0,1.0,1.0,153.0,23.0,73.0,23.0,49.0,62.0,,,54.0,19.0,35.0,,,,,10.0,10.0,,1.0,3.0,0.85,10.0,10.0,,1.0,1.0
1082,src/72_response/qmatrix.F90,bf7640b,9.0,9.0,,1.0,111.0,26.0,71.0,17.0,,1.0,,0.0,1.0,1.0,161.0,29.0,73.0,36.0,36.0,64.0,,,57.0,21.0,36.0,,,,,9.0,9.0,,1.0,7.0,0.88,9.0,9.0,,1.0,1.0
1083,src/41_geometry/irreducible_set_pert.F90,bf7640b,19.0,19.0,,12.0,112.0,22.0,58.0,35.0,,1.0,,0.0,1.0,1.0,172.0,26.0,60.0,12.0,47.0,91.0,,,59.0,11.0,48.0,,,,,19.0,19.0,,12.0,10.0,1.52,19.0,19.0,,12.0,1.0
1084,src/77_ddb/mkfsqgrid.F90,bf7640b,6.0,6.0,,5.0,65.0,11.0,40.0,14.0,,1.0,,0.0,1.0,1.0,109.0,15.0,42.0,15.0,26.0,54.0,,,38.0,14.0,24.0,,,,,6.0,6.0,,5.0,4.0,1.29,6.0,6.0,,5.0,1.0
1085,src/79_seqpar_mpi/inwffil.F90,bf7640b,54.0,54.0,,3.0,429.0,49.0,318.0,66.0,,2.0,,0.0,1.0,1.0,980.0,101.0,639.0,138.0,497.0,252.0,,,567.0,59.0,508.0,,,,,108.0,108.0,,7.0,8.0,0.39,108.0,108.0,,7.0,1.0
1086,src/64_psp/psp5lo.F90,bf7640b,8.0,8.0,,1.0,137.0,20.0,63.0,54.0,,1.0,,0.0,1.0,1.0,189.0,23.0,65.0,19.0,45.0,103.0,,,57.0,15.0,42.0,,,,,8.0,8.0,,1.0,3.0,1.58,8.0,8.0,,1.0,1.0
1087,src/41_geometry/symaxes.F90,bf7640b,48.0,46.0,,1.0,192.0,18.0,122.0,95.0,,1.0,,0.0,1.0,1.0,318.0,22.0,124.0,17.0,106.0,217.0,,,132.0,16.0,116.0,,,,,48.0,46.0,,1.0,6.0,1.75,48.0,46.0,,1.0,1.0
1088,src/66_nonlocal/cont33cso.F90,bf7640b,1.0,1.0,,1.0,176.0,13.0,100.0,63.0,,1.0,,0.0,1.0,1.0,239.0,17.0,102.0,9.0,92.0,122.0,,,60.0,8.0,52.0,,,,,1.0,1.0,,1.0,0.0,1.20,1.0,1.0,,1.0,1.0
1089,src/56_mixing/aprxdr.F90,bf7640b,3.0,3.0,,0.0,42.0,9.0,23.0,10.0,,2.0,,0.0,1.0,1.0,152.0,21.0,48.0,23.0,24.0,85.0,,,37.0,18.0,19.0,,,,,6.0,6.0,,1.0,4.0,1.77,6.0,6.0,,1.0,1.0
